,country,code,indicator,time,percentage
4652,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.7255
4653,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.5587
4654,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.6567
4655,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.2442
4656,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.1391
4657,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.2528
4658,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4659,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4660,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4661,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.9067
4662,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4663,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4664,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.2896
4665,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4666,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.7337
4667,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4668,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.1212
4669,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4670,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4671,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4672,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.3938
4673,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.3354
4674,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.0997
4676,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.3
4677,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.0503
4678,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.7442
4679,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4680,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.0554
4681,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.8583
4682,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4683,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.2557
4684,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.3767
4685,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.5329
4686,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4687,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.5221
4688,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4689,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.6148
4690,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4691,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.0121
4692,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4693,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4694,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.2816
4695,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4696,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.5681
4697,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.1777
4698,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4699,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.6645
4700,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.7381
4701,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4702,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4703,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4704,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.3442
4705,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.3278
4706,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4707,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4708,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.3235
4709,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4710,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4711,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.2353
4712,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.694
4713,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.4247
4714,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.865
4715,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4716,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.3307
4717,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.8383
4718,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.4331
4719,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4720,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4721,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4722,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4723,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.918
4724,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4725,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4726,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4727,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.109
4728,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.921
4729,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4730,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4731,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.6787
4732,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4733,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4734,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.2384
4735,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4736,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.1363
4737,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4738,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4739,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4740,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4741,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4742,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4743,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4745,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.2351
4746,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.0219
4747,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.7294
4748,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.0304
4749,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.0287
4750,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4751,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4752,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.2322
4753,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4754,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.5898
4755,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.8132
4756,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.3675
4757,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.0057
4758,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4759,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4760,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.1185
4761,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,3.1505
4762,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.5263
4763,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.191
4764,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,5.4194
4765,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.3521
4766,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,1.6271
4767,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4768,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.737
4769,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.1866
4770,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,2.3529
4771,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4772,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4773,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,NA
4774,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1991,0.4873
4775,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4776,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.8624
4777,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.103
4778,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4779,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4780,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.05
4781,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4782,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4783,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.9466
4784,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4785,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.1973
4786,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.7616
4787,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.2765
4788,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4789,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.3663
4790,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4791,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.6201
4792,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.0687
4793,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4794,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4795,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.199
4796,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4797,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4798,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4799,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4800,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4801,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.0315
4802,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4803,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.5068
4804,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.1769
4805,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0795
4806,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0674
4807,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4808,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0911
4809,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4810,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,6.8478
4811,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4812,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1245
4813,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4814,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4815,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.1656
4816,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.3142
4817,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.5551
4818,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0511
4819,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4820,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.4837
4821,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.6875
4822,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.2346
4823,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.5259
4824,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.0917
4825,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4826,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.7367
4827,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.0917
4828,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.9037
4829,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0086
4830,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9328
4831,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4832,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4833,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4834,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4835,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4836,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4837,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.6832
4838,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4839,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4840,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4841,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.4451
4842,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.1271
4843,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1452
4844,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4845,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4846,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4847,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.5224
4848,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1028
4849,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4850,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.6129
4851,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4852,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4853,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4854,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4855,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0776
4856,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4857,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4858,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4859,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9011
4860,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.4691
4861,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.0327
4862,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.36
4863,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4864,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9446
4865,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4866,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4867,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.8414
4868,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4869,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4870,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.6994
4871,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.6457
4872,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.3337
4873,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.1175
4874,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.2039
4875,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4876,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4877,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4878,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,4.0271
4879,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4880,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4881,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.2301
4882,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4883,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.7702
4884,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.7793
4885,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.2078
4886,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4887,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.5674
4888,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4889,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.131
4890,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.3544
4891,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.048
4893,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4894,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0511
4895,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.845
4896,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4897,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0709
4898,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9798
4899,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4900,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.273
4901,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4902,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4903,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4904,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4905,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4906,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.4522
4907,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4908,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9855
4909,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0333
4910,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.4624
4911,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4912,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4913,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.5208
4914,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.2505
4915,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4916,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,4.1401
4917,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.8186
4918,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0527
4919,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4920,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4921,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.597
4922,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.3706
4923,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1943
4924,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4925,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.4786
4926,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4927,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4928,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.1902
4929,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.5482
4930,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.4318
4931,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.9177
4932,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4933,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.3218
4934,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9442
4935,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.3424
4936,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4937,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4938,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4939,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4940,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.9471
4941,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.2699
4942,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4943,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4944,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4945,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.0231
4946,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4947,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4948,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.9228
4949,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4950,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4951,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.2673
4952,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4953,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.3244
4954,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4955,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.5529
